source,target_x,target_y,gaze_x,gaze_y,error
balloon_pop,0.5,0.5,0.6041900076940452,0.3910606680260482,0.150743
balloon_pop,0.5,0.5,0.5747262154062482,0.40389713805055366,0.121736
balloon_pop,0.5,0.5,0.5490806411920657,0.42496899523492193,0.089658
balloon_pop,0.5,0.5,0.5267084397373824,0.4435344464477652,0.062464
balloon_pop,0.5,0.5,0.5161126879833364,0.4568442378832797,0.046066
balloon_pop,0.5,0.5,0.5118146887476025,0.46324578009989537,0.038606
balloon_pop,0.5,0.5,0.5118146887476025,0.46896199865333954,0.033211
balloon_pop,0.5,0.5,0.5037295879168651,0.47493061568601813,0.025345
balloon_pop,0.5,0.5,0.4900557353451181,0.48247132056259645,0.020153
balloon_pop,0.5,0.5,0.4725489201915801,0.4894296609158355,0.029416
balloon_pop,0.5,0.5,0.45538145508527456,0.4894296609158355,0.045854
balloon_pop,0.5,0.5,0.43475102375225483,0.4894296609158355,0.0661
balloon_pop,0.5,0.5,0.41907540969605805,0.4894296609158355,0.081612
balloon_pop,0.5,0.5,0.407063593972528,0.4894296609158355,0.093536
balloon_pop,0.5,0.5,0.3973882270036381,0.4925806449771547,0.10288
balloon_pop,0.5,0.5,0.38784981041487576,0.49564578414185556,0.112235
balloon_pop,0.5,0.5,0.3817667856444002,0.49564578414185556,0.118313
balloon_pop,0.5,0.5,0.3817667856444002,0.49959057421521313,0.118234
balloon_pop,0.5,0.5,0.377230084681639,0.503721194597727,0.122826
balloon_pop,0.5,0.5,0.37306104563892195,0.5077995751987818,0.127178
balloon_pop,0.5,0.5,0.37004271863126365,0.5117145907778637,0.130484
balloon_pop,0.5,0.5,0.37004271863126365,0.5152320764187885,0.130847
balloon_pop,0.5,0.5,0.3866779677568648,0.5078768607321257,0.113595
balloon_pop,0.5,0.5,0.4042108319617923,0.4978031291359446,0.095814
balloon_pop,0.5,0.5,0.42350579259725096,0.4924727222549319,0.076864
balloon_pop,0.5,0.5,0.4402402224702915,0.4924727222549319,0.060232
balloon_pop,0.5,0.5,0.45566398338906294,0.48870709973619775,0.045752
balloon_pop,0.5,0.5,0.46754121693693584,0.48434646558760086,0.036036
balloon_pop,0.5,0.5,0.48139595614264963,0.47109630354392174,0.034373
balloon_pop,0.5,0.5,0.5084739499364341,0.4553680061904657,0.045429
balloon_pop,0.5,0.5,0.5486829503033566,0.4374456212118425,0.079266
balloon_pop,0.5,0.5,0.5950268387824826,0.423361963749469,0.12208
balloon_pop,0.5,0.5,0.6517864707155517,0.40464318953827827,0.179254
balloon_pop,0.5,0.5,0.6997247664961739,0.3865710884289451,0.229687
balloon_pop,0.5,0.5,0.7299002908099854,0.3744250512995715,0.26196
balloon_pop,0.5,0.5,0.749012522472116,0.37140212058074284,0.280258
balloon_pop,0.5,0.5,0.761711278757,0.37140212058074284,0.291599
balloon_pop,0.5,0.5,0.7672639956268719,0.376772239708524,0.294304
balloon_pop,0.5,0.5,0.7544657347884886,0.3917181900387632,0.276546
balloon_pop,0.5,0.5,0.7201210486426262,0.40796537099641916,0.238587
balloon_pop,0.5,0.5,0.685744542133211,0.4271914438524136,0.199505
balloon_pop,0.5,0.5,0.6567880275612428,0.44356428503641526,0.166636
balloon_pop,0.5,0.5,0.6380250528145961,0.45208707570006174,0.146105
balloon_pop,0.5,0.5,0.6200291400121701,0.45208707570006174,0.129239
balloon_pop,0.5,0.5,0.6033184614110692,0.45208707570006174,0.113887
balloon_pop,0.5,0.5,0.5887442366412522,0.44785969457734065,0.102928
balloon_pop,0.5,0.5,0.5756875238294927,0.44785969457734065,0.091909
balloon_pop,0.5,0.5,0.5674875941413964,0.45810864499195736,0.079432
balloon_pop,0.5,0.5,0.5571420135919338,0.46550981039041384,0.066744
balloon_pop,0.5,0.5,0.5467836961943653,0.47637016026083384,0.052413
balloon_pop,0.5,0.5,0.538552925283123,0.4826268074047423,0.042287
balloon_pop,0.5,0.5,0.5319273895083291,0.48795175663041046,0.034125
balloon_pop,0.5,0.5,0.5257439665262216,0.48795175663041046,0.028424
balloon_pop,0.5,0.5,0.5179065707216675,0.4914415445247122,0.019847
balloon_pop,0.5,0.5,0.5101500431247602,0.4914415445247122,0.013277
balloon_pop,0.5,0.5,0.5033971107024127,0.4946139307065057,0.006368
balloon_pop,0.5,0.5,0.4973456348563382,0.4946139307065057,0.006005
balloon_pop,0.5,0.5,0.4930854929092518,0.4946139307065057,0.008765
balloon_pop,0.5,0.5,0.48950744185655726,0.4946139307065057,0.011794
balloon_pop,0.5,0.5,0.4861286569571245,0.49041336549224657,0.016862
balloon_pop,0.5,0.5,0.4861286569571245,0.4864136059778059,0.019417
balloon_pop,0.5,0.5,0.4916860226460987,0.481895117232355,0.019923
balloon_pop,0.5,0.5,0.49569207354267963,0.481895117232355,0.01861
